source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,411685,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_6E1DB682578C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411685,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_DE6849545712,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411685,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_512511B907AA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411686,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_34D48AA54245,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411686,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_93B9B746C6A0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411686,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_DD90A253475D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411687,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_F09CE0F7C0FE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411687,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_CFE209DED956,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411687,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_0612491398BC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411688,Istanza per la nomina del curatore speciale del minore,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_B6AA91A5419D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411688,Istanza per la nomina del curatore speciale del minore,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_3D29FF312895,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411688,Istanza per la nomina del curatore speciale del minore,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_5CF52AD61F27,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411689,Assunzione del cognome del genitore da parte del figlio naturale minorenne (art. 262 Cod. Civ.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_8C21E88557B2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411689,Assunzione del cognome del genitore da parte del figlio naturale minorenne (art. 262 Cod. Civ.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_EAD41D9F87F5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411689,Assunzione del cognome del genitore da parte del figlio naturale minorenne (art. 262 Cod. Civ.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_7C44EDC18943,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411703,Accordi ex art. 6 d.l. n.132 del 2014,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_F113E3C0C598,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411703,Accordi ex art. 6 d.l. n.132 del 2014,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_434BF834BD9A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411703,Accordi ex art. 6 d.l. n.132 del 2014,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_BF4144BD333B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411706,Separazione consensuale,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_F3C0C61D8586,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411706,Separazione consensuale,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_BC3FC2EAA0A2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411706,Separazione consensuale,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_30D3BBD22A5A,Richiede verifica professionale prima di calcolo automatico.
